Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv- Heat& A/C,852.80,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Contr Srv-Voice Sys,"12,098.15",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Contracted Services,Pest Control,205.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,General Travel,Metrage -Op (Intown),"2,111.59",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,General Travel,Parking Exp (Intown),335.90,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Meetings,Bus. Meeting Exp,"2,102.61",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Postage,Postage,"1,662.90",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Audit,"2,501.86",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Legal,573.30,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Professtional & Consulting,Prof Srv - Med & Den,"2,353.28",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Rentals,P.O.A & Prking Fines,143.43,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Rentals,R&M - Gas/Odour Cont,196.40,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Rentals,Rental - Other,49.83,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Rentals,Rental Of Mach&Equip,"148,019.32",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Catering Services,"1,144.71",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Member Fees,"2,218.68",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Other Expenses,"1,631.87",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Other Prof/Tech Serv,"17,913.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Permit & Lic. Fees,191.78,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Photo/Video Services,37.68,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Recognition Awards,"1,082.22",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Safety Awards,59.06,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Services,Tech Srv Transl/Int,48.69,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Telecommnuncation,Cellular Phones,"8,188.62",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Telecommnuncation,Lan Extension - Hdsl,16.42,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Telecommnuncation,Network Equipment,5.88,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Telecommnuncation,Wireless Devices,853.76,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Training,Train/Dev - External,"5,746.92",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Training,Tuition Fees,618.34,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Leaf & Yard Waste (C&T),Expenses,Service And Rent,Zero Based Consulting,C-Svs Mgmt/Res &Dev,"2,079.00",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Allowances,Benefits To Be Dist,0.05,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,Comprehensive Med,"74,859.65",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,CPP,"60,087.03",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,Dental Plan,"36,382.99",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,EI,"19,766.46",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,Life Insurance,"8,407.56",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,LTD,"31,136.39",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,OMERS Pension,"119,016.65",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,Ont Health Tax,"23,194.88",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,WSIB Admin,"5,198.11",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Benefits,Benefits,"WSIB, Med & Pen","22,316.28",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Res Fnds,"59,405.52",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contr-Insce Rf,"4,520.43",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Equipment,Computes,Comp - Hardware,12.40,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Equipment,Equipment,General Equipment,943.02,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Equipment,Equipment,M & E - Hand Tools,99.90,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Equipment,Furn & Fixtures,Furnishings,0.07,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-311 Cust Ser,"10,255.59",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Admin Charges,"12,391.80",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Copying,23.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Corp. Info,"1,331.53",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Fac Maint Svcs,581.51,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Fleet Fuel,"22,584.93",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Flat Maint,"82,717.55",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Misc Chgs,"10,279.68",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Flt Sht Tm Renta,53.63,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Int Audit,146.48,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Legal Services,"1,641.91",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-O/H To Non-Levy,595.49,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Other Services,"5,406.97",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Postage & Courie,34.50,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-PPF&A,"7,812.78",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Printing,150.45,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Rec & Culture,24.67,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Rental-City Fac,"1,532.47",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Telecom & Netwk,"1,638.22",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Transp Serv,53.87,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-User Hdwe & Op S,"7,058.39",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Commodities,Bldg & Renovatn Sups,166.24,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Construction Materials,Concrete,22.32,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Energy,Hydro,"6,267.67",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Energy,Nat Gas-Vehicles,"30,750.25",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Energy,Natural Gas,0.01,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Food & Beverage,Food & Beverages,109.19,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Electrical Supplies,245.80,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Footwear,"1,980.60",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Heating & Air Suppls,27.27,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Janitorial Supplies,0.07,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Locks,75.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Plumbing Supplies,110.97,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Protective Clothing,"5,725.83",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Uniforms,420.32,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Materials,Wast Bskt-Indus &Rec,"45,642.74",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Other Office Materl,20.83,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,783.20,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Office Supplies,Stationery And Off,341.52,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Parts,Mach & Equip Parts,699.30,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Supplies,Misc Materials,"2,489.03",2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Materials & Supplies,Supplies,"Ribns, Med, Trophie",306.74,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Bank Service Charges,3.24,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Change In A/R Prov,216.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Other Expenditures,Miscellaneous Expenditures,Collection Agcy Fees,108.00,2024
Solid Waste Management Services,Solid Waste Collection & Transfer,Municipal Hazardous & Special Waste (C&T),Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"1,189,661.18",2024
